"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";NETO_KOLIČINA;"JEDINICA_MJERE";MALOPROD.CIJENA(EUR);CIJENA_ZA_JEDINICU_MJERE;MPC_POSEB.OBLIK_PROD;POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE;NAJNIŽA_MPC_U_30DANA;SIDRENA_CIJENA;"BARKOD";"KATEGORIJA_PROIZVODA"
"ZEC BUNNY STAR 80g";"900549601";"NO BRAND";0.08;"KG";0.99;12.38;0.89;11.13;0.89;0.99;"3830041973059";"PROIZVODI BOŽIĆ/USKRS"
"USKRŠNJI ZEC BUNNY STAR 100g";"900549701";"NO BRAND";0.1;"KG";1.29;12.9;1.09;10.9;1.09;1.29;"3830041973073";"PROIZVODI BOŽIĆ/USKRS"
"VELIKO USKRŠNJE JAJE 180g";"900549801";"NO BRAND";0.18;"KG";2.49;13.83;0.29;1.61;2.19;2.49;"3830041973080";"PROIZVODI BOŽIĆ/USKRS"
"USKRŠNJA JAJA BUNNY STAR 6 kom 150g";"900550001";"NO BRAND";0.15;"KG";1.99;13.27;0.29;1.93;1.79;1.99;"3830041973127";"PROIZVODI BOŽIĆ/USKRS"
".LIZALICA USKRSNI MARSHMALLOW 35g";"900551001";"NO BRAND";0.035;"KG";1.29;36.86;0.99;28.29;1.29;1.29;"8714786305854";"PROIZVODI BOŽIĆ/USKRS"
".LIZALICA USKRSNI MARSHMALLOW 35g";"900551001";"NO BRAND";0.035;"KG";1.29;36.86;0.99;28.29;1.29;1.29;"3395503084822";"PROIZVODI BOŽIĆ/USKRS"
".LIZALICA USKRSNI MARSHMALLOW 35g";"900551001";"NO BRAND";0.035;"KG";1.29;36.86;0.99;28.29;1.29;1.29;"3395503203339";"PROIZVODI BOŽIĆ/USKRS"
"COCKTAIL MOJITO 14% 700ml";"900552801";"NO BRAND";0.7;"LT";5.89;8.41;0;0;0;5.89;"3830055525367";"SLATKI LIKERI/APERITIVI"
"COCKTAIL SEX ON THE BEACH 14% 700ml";"900552901";"NO BRAND";0.7;"LT";5.89;8.41;0;0;0;5.89;"3830055525381";"SLATKI LIKERI/APERITIVI"
"COCKTAIL PINA COLADA 14% 700ml";"900553001";"NO BRAND";0.7;"LT";5.89;8.41;0;0;0;5.89;"3830055525343";"SLATKI LIKERI/APERITIVI"
".USKRŠNJE ČOKO FIGURICE 100g";"900553401";"NO BRAND";0.1;"KG";2.59;25.9;1.99;19.9;2.59;2.59;"5902581686503";"PROIZVODI BOŽIĆ/USKRS"
".USKRSNA FIGURA VELIKA PISANICA 80g";"900553501";"NO BRAND";0.08;"KG";0.99;12.38;0.59;7.38;0.99;0.99;"8606012129306";"PROIZVODI BOŽIĆ/USKRS"
"VODA S OKU.ŠUM.JAG I ALOE VERA 1,5l";"900553601";"NO BRAND";1.5;"LT";0.69;0.46;0;0;0;0.69;"3830055524902";"BEZALKOHOLNA PIĆA"
"NEGAZIRANO PIĆE CRNI RIBIZ 1L";"900554301";"NO BRAND";1;"LT";1.59;1.59;0;0;0;1.59;"3830055525978";"BEZALKOHOLNA PIĆA"
"PROSENA KAŠA 500g";"900554601";"NO BRAND";0.5;"KG";1.29;2.58;0;0;0;1.29;"3831001818397";"POVRĆE KONZERVIRANO/SUHO"
"BRAŠNO INTEGRALNO PŠENIČNO 1kg";"900554801";"TRE MULINI";1;"KG";0.99;0.99;0;0;0;0.99;"3831001818410";"BRAŠNO"
"BRAŠNO INTEGRALNO PŠENIČNO 1kg";"900554801";"TRE MULINI";1;"KG";0.99;0.99;0;0;0;0.99;"8017596134653";"BRAŠNO"
"BUČINE GOLICE 200g";"900555901";"NO BRAND";0.2;"KG";1.84;9.2;0;0;0;1.84;"3830022222527";"VOĆE SUHO/ORAŠASTO"
"LAMPION SRCE 2 DANA VIŠE VRSTA";"900560701";"NO BRAND";1;"PZ";1.99;1.99;0;0;0;1.99;"3830015021380";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"JOGURT ČVRSTI 3,2% M.M.180g";"900565801";"LAND";0.18;"KG";0.37;2.06;0.26;1.44;0.37;0.37;"3831051017474";"JOGURTI I DESERTI"
"JOGURT ČVRSTI 3,2% M.M.180g";"900565801";"LAND";0.18;"KG";0.37;2.06;0.26;1.44;0.37;0.37;"8017596132055";"JOGURTI I DESERTI"
"SIR GOUDA NAREZAK 500g";"900573301";"NO BRAND";0.5;"KG";4.98;9.96;0;0;0;4.98;"8017596131881";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"RUMENI MUSKAT 750ml";"900576601";"NO BRAND";0.75;"LT";4.92;6.56;0;0;0;4.92;"3830078702042";"VINA"
"TJESTENINA MINI PUŽIĆI 500G";"900580901";"TRE MULINI";0.5;"KG";0.89;1.78;0;0;0;0.89;"8017596103369";"TJESTENINA"
"TJESTENINA PUŽIČI 500G";"900581001";"NO BRAND";0.5;"KG";0.89;1.78;0;0;0;0.89;"8017596103376";"TJESTENINA"
"TJESTENINA SVINUTI PUŽIĆI 500G";"900581101";"TRE MULINI";0.5;"KG";0.89;1.78;0;0;0;0.89;"8017596102133";"TJESTENINA"
"COCKTAIL BLUE LAGOON 700ml";"900582201";"NO BRAND";0.7;"LT";5.89;8.41;0;0;0;5.89;"3830078500563";"SLATKI LIKERI/APERITIVI"
"COCKTAIL MOJITO 4.5%  0.33L";"900588901";"NO BRAND";0.33;"LT";1.05;3.18;0;0;0;1.05;"3830078500662";"SLATKI LIKERI/APERITIVI"
"GIN TONIC 4,5% VOL 0,33L";"900589001";"NO BRAND";0.33;"LT";1.05;3.18;0;0;0;1.05;"3830078500761";"SLATKI LIKERI/APERITIVI"
"PINK GIN TONIC 0,33L";"900589101";"NO BRAND";0.33;"LT";1.05;3.18;0;0;0;1.05;"3830078500747";"SLATKI LIKERI/APERITIVI"
"COCKTAIL SEX ON THE BEACH 0.33L";"900589201";"NO BRAND";0.33;"LT";1.05;3.18;0;0;0;1.05;"3830078500709";"SLATKI LIKERI/APERITIVI"
"GAZ.PIĆE VIRGIN MOJITO 0.33L";"900589301";"NO BRAND";0.33;"LT";1.09;3.3;0;0;0;1.09;"3830078500723";"SLATKI LIKERI/APERITIVI"
"COCKTAIL BLUE LAGOON4.5% vol 0.33l";"900589401";"NO BRAND";0.33;"LT";1.05;3.18;0;0;0;1.05;"3830078500686";"SLATKI LIKERI/APERITIVI"
"BIO KOMBUCHA ŠUMSKO VOĆE 330ML";"900590001";"NO BRAND";0.33;"KG";1.69;5.12;0;0;0;1.69;"3830071590967";"BEZALKOHOLNA PIĆA"
"BIO KOMBUCHA ĐUMB/LIM.TR. 330ML";"900590101";"NO BRAND";0.33;"KG";1.69;5.12;0;0;0;1.69;"3830071590943";"BEZALKOHOLNA PIĆA"
"MIX BOMBONA 400 G";"900590201";"NO BRAND";0.4;"KG";2.79;6.98;0;0;0;2.65;"3838700389586";"SLATKIŠI I BOMBONI"
"BOMBON ŠUMEĆA JABUKA 200G";"900590301";"NO BRAND";0.2;"KG";1.39;6.95;0;0;0;1.39;"3838700389524";"SLATKIŠI I BOMBONI"
"GUMENI BOMBON EUKALIPTUS 150G";"900590401";"NO BRAND";0.15;"KG";1.19;7.93;0;0;0;1.19;"3838700389531";"SLATKIŠI I BOMBONI"
"BOMBON TVRDI MENTOL 200G";"900590501";"NO BRAND";0.2;"KG";1.19;5.95;0;0;0;1.19;"3838700389609";"SLATKIŠI I BOMBONI"
"BOMBON MINI TATOO MALINA 90G";"900590601";"NO BRAND";0.09;"KG";1.29;14.33;0;0;0;1.29;"3838700389579";"SLATKIŠI I BOMBONI"
"PIVO B. BRAU RADLER GREJP 2% 500ML";"900591301";"BEST BRAU";0.5;"LT";0.65;1.3;0;0;0;0.65;"8017596132925";"PIVA"
"ČOK.BOMBONI U METALNOJ KUGLICI 20G";"900599001";"NO BRAND";0.02;"KG";1.69;84.5;1.29;64.5;1.69;1.69;"5903175681515";"PROIZVODI BOŽIĆ/USKRS"
"JAMAICA RUM 150G";"900600601";"NO BRAND";0.15;"KG";2.99;19.93;1.99;13.27;1.99;2.99;"4101540712050";"PROIZVODI BOŽIĆ/USKRS"
"BOŽIĆNI KEKSIĆI  270G";"900600701";"NO BRAND";0.27;"KG";2.99;11.07;1.99;7.37;1.99;2.99;"4101540718304";"PROIZVODI BOŽIĆ/USKRS"
"PRŠUT DIMLJENI 300g";"900600801";"NO BRAND";0.3;"KG";4.49;14.97;0;0;0;4.49;"8022496810835";"SALAME SVJEŽE - EGALIZIRANE"
"PRŠUT 300g";"900600901";"NO BRAND";0.3;"KG";4.49;14.97;0;0;0;4.49;"8022496810033";"SALAME SVJEŽE - EGALIZIRANE"
"DJEČJI ŠAMP.PAW P.JAB_JAG 750ML";"900601701";"NO BRAND";0.75;"LT";2.39;3.19;0;0;0;2.39;"5998818566700";"BEZALKOHOLNA PIĆA"
"VODA BRESKVA I ALOA VERA 1500ML";"900606301";"NO BRAND";1.5;"LT";0.69;0.46;0;0;0;0.69;"3830078500549";"BEZALKOHOLNA PIĆA"
"CAPPELLETTI SA SIROM 500G";"900606401";"TRE MULINI";0.5;"KG";2.35;4.7;0;0;0;2.35;"8017596135100";"TJESTENINA SVJEŽA - PUNJENA"
".PRALINE S MLIJEČNIM PUNJENJEM";"900607901";"NO BRAND";0.1;"KG";2.69;26.9;2.29;22.9;2.69;2.69;"9002859113659";"PROIZVODI BOŽIĆ/USKRS"
"DJE. ŠAMPANJAC SONIC JABUKA 750ML";"900610701";"NO BRAND";0.75;"LT";2.39;3.19;0;0;0;2.39;"5998818568353";"BEZALKOHOLNA PIĆA"
"PRALINE  ETOILE 140G";"900611101";"NO BRAND";0.14;"KG";3.99;28.5;0;0;0;3.99;"8008743036647";"ČOKOLADE"
"PRALINE RUŽE 150G";"900611201";"NO BRAND";0.15;"KG";3.99;26.6;0;0;0;3.99;"8008743036715";"ČOKOLADE"
"PRALINE MELODY 310G";"900611401";"NO BRAND";0.31;"KG";5.99;19.32;0;0;0;5.99;"8008743022053";"ČOKOLADE"
"ČOKOLADNE BANANICE 400g";"900614301";"NO BRAND";1;"PZ";2.99;2.99;0;0;0;2.99;"3830041976807";"ČOKOLADE"
"*MILANSKA SALAMA";"910000301";"NO BRAND";1;"KG";18.9;18.9;0;0;0;18.9;"";"DELIKATESA - SALAME"
"*VENTRICINA PICCANTE";"910000501";"NO BRAND";1;"KG";17.9;17.9;14.9;14.9;17.9;17.9;"";"DELIKATESA - SALAME"
"*DIMLJENA KUHANA ŠUNKA IZ KOM.BUTA";"910000701";"NO BRAND";1;"KG";14.9;14.9;0;0;0;14.9;"";"DELIKATESA - SALAME"
"*MORTADELA OLIMPIA";"910000801";"NO BRAND";1;"KG";10.5;10.5;0;0;0;10.5;"";"DELIKATESA - SALAME"
"*MORTADELA STELLA BOLOGNA";"910000901";"NO BRAND";1;"KG";13.5;13.5;0;0;0;13.5;"";"DELIKATESA - SALAME"
"*PRŠUT MONVISO";"910001001";"NO BRAND";1;"KG";20.9;20.9;0;0;0;20.9;"";"DELIKATESA - SALAME"
"DONUT ČOKOLADA 71g PUNJENI";"910002001";"NO BRAND";0.071;"KG";0.69;9.72;0;0;0;0.69;"";"KRUH - SAMOPOSLUŽNI PULT"
"DONUT VANILIJA 71g PUNJENI";"910002101";"NO BRAND";0.071;"KG";0.69;9.72;0;0;0;0.69;"";"KRUH - SAMOPOSLUŽNI PULT"
"HRENOVKA U LISNATOM SA SENFOM 85g";"910003401";"NO BRAND";0.085;"KG";0.59;6.94;0;0;0;0.59;"";"KRUH - SAMOPOSLUŽNI PULT"
"LISNATO ŠTANGICA SIR-ŠUNKA 90g";"910003801";"NO BRAND";0.09;"KG";0.69;7.67;0;0;0;0.69;"";"KRUH - SAMOPOSLUŽNI PULT"
"SVJEŽE VUČENO TIJESTO 500g";"910004001";"NO BRAND";0.5;"KG";1.25;2.5;0;0;0;1.25;"3858891273549";"TJESTENINA SVJEŽA - PUNJENA"
"*KAJMAK";"910004101";"NO BRAND";1;"KG";13.9;13.9;0;0;0;13.9;"";"DELIKATESA - SIREVI"
"*KISELO VRHNJE 20%";"910004201";"NO BRAND";1;"KG";5.9;5.9;0;0;0;5.9;"";"DELIKATESA - SIREVI"
"*SVJEŽI POSNI SIR";"910004301";"NO BRAND";1;"KG";5.9;5.9;4.5;4.5;5.9;5.9;"";"DELIKATESA - SIREVI"
"BATERIJA 9V EXTRA POWER 1kom";"910004701";"NO BRAND";1;"PZ";1.49;1.49;0;0;0;1.49;"4008496626663";"ČARAPE/BATERIJE"
"BATERIJA 9V EXTRA POWER 1kom";"910004701";"NO BRAND";1;"PZ";1.49;1.49;0;0;0;1.49;"4008496626656";"ČARAPE/BATERIJE"
"BATERIJA 1,5V AA EXTRA POWER 4kom";"910004801";"NO BRAND";1;"PZ";1.29;1.29;0;0;0;1.29;"4008496626427";"ČARAPE/BATERIJE"
"BATERIJA 1,5V AA EXTRA POWER 4kom";"910004801";"NO BRAND";1;"PZ";1.29;1.29;0;0;0;1.29;"4008496626410";"ČARAPE/BATERIJE"
"MIX DOMAĆIH SUHIH KOLAČA 500g";"910004901";"NO BRAND";0.5;"KG";4.89;9.78;0;0;0;4.89;"3859888257221";"KRUH SVJEŽI"
"PRŽEN.KIKIRIKI SLANI BE.LJUSKE 500g";"910005301";"NO BRAND";0.5;"KG";2.29;4.58;0;0;0;2.29;"8005912002021";"VOĆE SUHO/ORAŠASTO"
"SUHO VOĆE MIX 150g";"910005401";"NO BRAND";0.15;"KG";3.32;22.13;0;0;0;3.32;"8005912016240";"VOĆE SUHO/ORAŠASTO"
"VINO BIJELO PET 2l";"910006101";"NO BRAND";2;"LT";2.99;1.5;0;0;0;2.99;"3858891543109";"VINA"
"VINO CHARDONNAY PET 2l";"910006301";"NO BRAND";2;"LT";3.59;1.8;0;0;0;3.59;"3858891543130";"VINA"
"VINO MALVAZIJA PET 2l";"910006401";"NO BRAND";2;"LT";4.19;2.1;0;0;0;4.19;"3858891543123";"VINA"
"VINO VRANAC PET 1l";"910006501";"NO BRAND";1;"LT";2.79;2.79;0;0;0;2.79;"3858891543178";"VINA"
"VINO VRANAC PET 2l";"910006601";"NO BRAND";2;"LT";3.59;1.8;0;0;0;3.59;"3858891543154";"VINA"
"VINO GRAŠEVINA 1l";"910006801";"NO BRAND";1;"LT";3.19;3.19;0;0;0;3.19;"3858891543185";"VINA"
"VINO GRAŠEVINA PET 2l";"910006901";"NO BRAND";2;"LT";3.89;1.95;0;0;0;3.89;"3858891543116";"VINA"
"VINO GRAŠEVINA PET 3l";"910007101";"NO BRAND";3;"LT";5.79;1.93;0;0;0;5.79;"3858891543055";"VINA"
"PECIVO S BUČINIM KOŠTICAMA 80g";"910007201";"NO BRAND";0.08;"KG";0.49;6.13;0;0;0;0.49;"";"KRUH - SAMOPOSLUŽNI PULT"
"PECIVO HAMBI SA SEZAMOM 2/1PAK 200g";"910007401";"NO BRAND";0.2;"KG";1.09;5.45;0;0;0;1.09;"3858885565315";"KRUH SVJEŽI"
"PECIVO HAMBI SA SEZAMOM 2/1PAK 200g";"910007401";"NO BRAND";0.2;"KG";1.09;5.45;0;0;0;1.09;"3858885565544";"KRUH SVJEŽI"
"PECIVO HAMBI SA SEZAM.4/1 PAK 340g";"910007501";"NO BRAND";0.34;"KG";2.19;6.44;0;0;0;2.19;"3858885565322";"KRUH SVJEŽI"
"PECIVO HAMBI SA SEZAM.4/1 PAK 340g";"910007501";"NO BRAND";0.34;"KG";2.19;6.44;0;0;0;2.19;"3858885565551";"KRUH SVJEŽI"
"PECIVO HOT DOG 2/1 PAK 280g";"910007601";"NO BRAND";0.28;"KG";1.39;4.96;0;0;0;1.39;"3858885565339";"KRUH SVJEŽI"
"PECIVO HOT DOG 2/1 PAK 280g";"910007601";"NO BRAND";0.28;"KG";1.39;4.96;0;0;0;1.39;"3858885565568";"KRUH SVJEŽI"
"PECIVO KAJZERICA 6/1PAK 300g";"910007701";"NO BRAND";0.3;"KG";1.79;5.97;0;0;0;1.79;"3858885565353";"KRUH SVJEŽI"
"PECIVO KAJZERICA 6/1PAK 300g";"910007701";"NO BRAND";0.3;"KG";1.79;5.97;0;0;0;1.79;"3858885565582";"KRUH SVJEŽI"
"PECIVO LEPINJA 1/1 PAK 150g";"910007801";"NO BRAND";0.15;"KG";0.69;4.6;0;0;0;0.69;"3858885565346";"KRUH SVJEŽI"
"PECIVO LEPINJA 1/1 PAK 150g";"910007801";"NO BRAND";0.15;"KG";0.69;4.6;0;0;0;0.69;"3858885565575";"KRUH SVJEŽI"
"PECIVO LIZIKA 1/1 PAK 150g";"910007901";"NO BRAND";0.15;"KG";0.79;5.27;0;0;0;0.79;"3858885565285";"KRUH SVJEŽI"
"PECIVO LIZIKA 1/1 PAK 150g";"910007901";"NO BRAND";0.15;"KG";0.79;5.27;0;0;0;0.79;"3858885565513";"KRUH SVJEŽI"
"PECIVO PUTER ŠTANGICA 3/1 PAK 150g";"910008001";"NO BRAND";0.15;"KG";1.69;11.27;0;0;0;1.69;"3858885565209";"KRUH SVJEŽI"
"PECIVO PUTER ŠTANGICA 3/1 PAK 150g";"910008001";"NO BRAND";0.15;"KG";1.69;11.27;0;0;0;1.69;"3858885565537";"KRUH SVJEŽI"
"PECIVO SA SJEMENKAMA 4/1PAK 240g";"910008101";"NO BRAND";0.24;"KG";2.29;9.54;0;0;0;2.29;"3858885565292";"KRUH SVJEŽI"
"PECIVO SA SJEMENKAMA 4/1PAK 240g";"910008101";"NO BRAND";0.24;"KG";2.29;9.54;0;0;0;2.29;"3858885565520";"KRUH SVJEŽI"
"BRESKVICE 320g S&G";"910008201";"NO BRAND";0.32;"KG";4.39;13.72;0;0;0;4.39;"3830056440829";"KOLAČI"
"BRESKVICE 320g S&G";"910008201";"NO BRAND";0.32;"KG";4.39;13.72;0;0;0;4.39;"3830056444698";"KOLAČI"
"SACHER KOCKE 450g S&G";"910008401";"NO BRAND";0.45;"KG";4.99;11.09;0;0;0;4.99;"3830042310129";"KOLAČI"
"SACHER KOCKE 450g S&G";"910008401";"NO BRAND";0.45;"KG";4.99;11.09;0;0;0;4.99;"3830056444704";"KOLAČI"
"LIKER OD BOROVNICE 20% 1000ml";"910009401";"NO BRAND";1;"LT";7.89;7.89;0;0;0;7.89;"3850164243419";"JAKA ALKOHOLNA PIĆA"
"KRUŠKOVAC 25% 1000ml";"910009501";"NO BRAND";1;"LT";7.75;7.75;5.89;5.89;7.75;7.75;"3850164243396";"JAKA ALKOHOLNA PIĆA"
"LIKER OD MEDA 25% 1000ml";"910009601";"NO BRAND";1;"LT";8.89;8.89;5.89;5.89;8.89;8.89;"3850164243372";"JAKA ALKOHOLNA PIĆA"
"RAKIJA ŠLJIVOVICA 40% 1000ml";"910009701";"NO BRAND";1;"LT";14.99;14.99;0;0;0;14.99;"3850164243389";"JAKA ALKOHOLNA PIĆA"
"LIKER OD VIŠNJE 20% 1000ml";"910009801";"NO BRAND";1;"LT";7.89;7.89;0;0;0;7.89;"3850164243402";"JAKA ALKOHOLNA PIĆA"
"RAKIJA TRAVARICA 37,5% 1000ml";"910009901";"NO BRAND";1;"LT";9.92;9.92;0;0;0;9.92;"3850164243365";"JAKA ALKOHOLNA PIĆA"
"TOPLJENI SIR S FEFERONIMA 8kom 140g";"910010001";"NO BRAND";0.14;"KG";1.69;12.07;1.29;9.21;1.69;1.69;"3858888598365";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"TOPLJENI SIR SA ŠUNKOM 8 kom 140g";"910010002";"NO BRAND";0.14;"KG";1.69;12.07;1.29;9.21;1.69;1.69;"3858888598334";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"PIVO LAGER CARLBEER PET 4% 1,8l";"910010401";"NO BRAND";1.8;"LT";1.75;0.97;0;0;0;1.75;"3850172202347";"PIVA"
"KISELO VRHNJE 12% m.m.180g";"910010601";"LAND";0.18;"KG";0.65;3.61;0.39;2.17;0.49;0.65;"3870199000337";"MLIJEKO SVJEŽE VRHNJE"
"KISELO VRHNJE 12% m.m.180g";"910010601";"LAND";0.18;"KG";0.65;3.61;0.39;2.17;0.49;0.65;"8017596114242";"MLIJEKO SVJEŽE VRHNJE"
"KISELO VRHNJE 20% m.m.180g";"910010602";"LAND";0.18;"KG";0.69;3.83;0;0;0;0.69;"3870199000061";"MLIJEKO SVJEŽE VRHNJE"
"KISELO VRHNJE 20% m.m.180g";"910010602";"LAND";0.18;"KG";0.69;3.83;0;0;0;0.69;"8017596114259";"MLIJEKO SVJEŽE VRHNJE"
"PIVO RADL.LIM.GREJP. PET 2% 1,8l";"910010701";"NO BRAND";1.8;"LT";1.89;1.05;0;0;0;1.89;"3850172200886";"PIVA"
"SOL SITNA MORSKA KUTIJA 1kg";"910011001";"NO BRAND";1;"KG";0.69;0.69;0;0;0;0.69;"3859888817005";"SOL"
"SOL SITNA MORSKA pvc 1kg";"910011101";"NO BRAND";1;"KG";0.59;0.59;0;0;0;0.59;"3859888817029";"SOL"
"SOL KRUPNA MORSKA pvc 1kg";"910011201";"NO BRAND";1;"KG";0.59;0.59;0;0;0;0.59;"3859888817036";"SOL"
"BUĐOLA NAREZAK 100g";"910011801";"NO BRAND";0.1;"KG";2.59;25.9;0;0;0;2.59;"3850133811410";"SALAME SVJEŽE - EGALIZIRANE"
"GAZIRANO PIĆE BITTER LEMON 1,5l";"910011901";"NO BRAND";1.5;"LT";1.09;0.73;0;0;0;1.09;"3858893550075";"BEZALKOHOLNA PIĆA"
"GAZIRANO PIĆE BITTER LEMON 1,5l";"910011901";"NO BRAND";1.5;"LT";1.09;0.73;0;0;0;1.09;"3859892735388";"BEZALKOHOLNA PIĆA"
"SUHA PEČENICA 100g";"910012101";"NO BRAND";0.1;"KG";2.29;22.9;0;0;0;2.29;"3858884937694";"SALAME SVJEŽE - EGALIZIRANE"
"SVJEŽA JAJA PODNI UZGOJ L 10/1";"910012301";"PUTOVANJE KROZ OKUSE";1;"PZ";2.59;2.59;0;0;0;2.59;"3859889711432";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA PODNI UZGOJ L 10/1";"910012301";"PUTOVANJE KROZ OKUSE";1;"PZ";2.59;2.59;0;0;0;2.59;"8017596133083";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA PODNI UZGOJ M 10/1";"910012401";"PUTOVANJE KROZ OKUSE";1;"PZ";2.39;2.39;0;0;0;2.39;"3859889711425";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA PODNI UZGOJ M 10/1";"910012401";"PUTOVANJE KROZ OKUSE";1;"PZ";2.39;2.39;0;0;0;2.39;"8017596133076";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA M 10/1";"910012601";"NO BRAND";1;"PZ";2.29;2.29;1.75;1.75;2.29;2.29;"3859889611442";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA M 10/1";"910012601";"NO BRAND";1;"PZ";2.29;2.29;1.75;1.75;2.29;2.29;"3859889711456";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA M 10/1";"910012601";"NO BRAND";1;"PZ";2.29;2.29;1.75;1.75;2.29;2.29;"8017596133076";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA M 18/1";"910012701";"NO BRAND";1;"PZ";4.19;4.19;0;0;0;3.89;"3859889711463";"MLIJEČNI PROIZVODI UHT - JAJA"
"SVJEŽA JAJA M 18/1";"910012701";"NO BRAND";1;"PZ";4.19;4.19;0;0;0;3.89;"3859889611428";"MLIJEČNI PROIZVODI UHT - JAJA"
"DIMLJENA MINI KOBASICA 220g";"910013101";"MEAT APPETIT";0.22;"KG";2.49;11.32;0;0;0;2.49;"3858884937793";"SALAME SVJEŽE - EGALIZIRANE"
"DIMLJENA MINI KOBASICA 220g";"910013101";"MEAT APPETIT";0.22;"KG";2.49;11.32;0;0;0;2.49;"8017596129253";"SALAME SVJEŽE - EGALIZIRANE"
"BIJELA MINI KOBASICA 220g";"910013201";"MEAT APPETIT";0.22;"KG";2.29;10.41;0;0;0;2.29;"3858884937816";"SALAME SVJEŽE - EGALIZIRANE"
"BIJELA MINI KOBASICA 220g";"910013201";"MEAT APPETIT";0.22;"KG";2.29;10.41;0;0;0;2.29;"8017596129260";"SALAME SVJEŽE - EGALIZIRANE"
"*SVJEŽI POLUMASNI SIR";"910013301";"NO BRAND";1;"KG";5.9;5.9;0;0;0;5.9;"";"DELIKATESA - SIREVI"
"BAGUETTE KUKURUZNI MIJEŠANI 250g";"910013901";"NO BRAND";0.25;"KG";0.89;3.56;0;0;0;0.89;"";"KRUH - SAMOPOSLUŽNI PULT"
"BAGUETTE SA BUČINIM SJEMENKAMA 250g";"910014001";"NO BRAND";0.25;"KG";1.19;4.76;0;0;0;1.19;"";"KRUH - SAMOPOSLUŽNI PULT"
"KULEN TRADICIONALNI";"910014501";"NO BRAND";1;"KG";20.99;20.99;0;0;0;20.99;"";"SALAME SVJEŽE - TEŽINSKE"
"KULEN 100g";"910014601";"NO BRAND";0.1;"KG";2.49;24.9;0;0;0;2.49;"3850133811441";"SALAME SVJEŽE - EGALIZIRANE"
"KULEN RAVNI 100g";"910014701";"NO BRAND";0.1;"KG";1.99;19.9;0;0;0;1.99;"3850133811472";"SALAME SVJEŽE - EGALIZIRANE"
"KULEN RAVNI 100g";"910014701";"NO BRAND";0.1;"KG";1.99;19.9;0;0;0;1.99;"8017596129390";"SALAME SVJEŽE - EGALIZIRANE"
"*TILZIT SIR";"910014801";"NO BRAND";1;"KG";7.9;7.9;0;0;0;8.5;"";"DELIKATESA - SIREVI"
"*ISTARSKI KRAVLJI SIR KOLUT";"910014901";"NO BRAND";1;"KG";24.9;24.9;0;0;0;24.9;"";"DELIKATESA - SIREVI"
"*PEČENA ŠUNKA 1/2 VP";"910015101";"NO BRAND";1;"KG";14.9;14.9;0;0;0;14.9;"";"DELIKATESA - SALAME"
"*ISTARSKA PANCETA PREMIUM";"910015201";"NO BRAND";1;"KG";25.9;25.9;0;0;0;25.9;"";"DELIKATESA - SALAME"
"*PRŠUT PISINO PREMIUM";"910015301";"NO BRAND";1;"KG";28.9;28.9;0;0;0;28.9;"";"DELIKATESA - SALAME"
"*SIR DŽIUGAS KOLUT 6 MJESECI";"910015501";"NO BRAND";1;"KG";13.9;13.9;0;0;0;13.9;"";"DELIKATESA - SIREVI"
"*SIR TRAPIST";"910015601";"NO BRAND";1;"KG";11.9;11.9;0;0;0;11.9;"";"DELIKATESA - SIREVI"
"HRENOVKE 8kom 600g";"910016501";"NO BRAND";0.6;"KG";3.98;6.63;0;0;0;3.98;"3838876022973";"SALAME SVJEŽE - EGALIZIRANE"
"TLAČENICA 400g";"910017001";"NO BRAND";0.4;"KG";2.69;6.73;0;0;0;2.69;"3838876021532";"SALAME SVJEŽE - EGALIZIRANE"
"PARIŠKA PUREĆA KOBASICA 1000g";"910017401";"MEAT APPETIT";1;"KG";2.79;2.79;0;0;0;2.79;"3830042430193";"SALAME SVJEŽE - EGALIZIRANE"
"PARIŠKA PUREĆA KOBASICA 1000g";"910017401";"MEAT APPETIT";1;"KG";2.79;2.79;0;0;0;2.79;"8017596134233";"SALAME SVJEŽE - EGALIZIRANE"
"PUREĆA PRSA 200g";"910017501";"NO BRAND";0.2;"KG";2.99;14.95;0;0;0;2.99;"3831006612044";"SALAME SVJEŽE - EGALIZIRANE"
"*KULEN KVRGAVI";"910017601";"NO BRAND";1;"KG";19.9;19.9;0;0;0;19.9;"";"DELIKATESA - SALAME"
"*TIROLSKA KOBASICA";"910017901";"NO BRAND";1;"KG";8.9;8.9;6.9;6.9;8.9;8.9;"";"DELIKATESA - SALAME"
