"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";NETO_KOLIČINA;"JEDINICA_MJERE";MALOPROD.CIJENA(EUR);CIJENA_ZA_JEDINICU_MJERE;MPC_POSEB.OBLIK_PROD;POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE;NAJNIŽA_MPC_U_30DANA;SIDRENA_CIJENA;"BARKOD";"KATEGORIJA_PROIZVODA"
"BALONI SA ZVIŽDALJKAMA 10kom";"005701401";"IL GIOCOLIERE";1;"PZ";1.19;1.19;0;0;0;1.19;"8017596057242";"DOMAĆINSTVO"
"BALONI ZA OBLIKOVANJE 16kom";"005701501";"IL GIOCOLIERE";1;"PZ";1.19;1.19;0;0;0;1.19;"8017596057259";"DOMAĆINSTVO"
"BALONI VODENI 80kom";"005701601";"IL GIOCOLIERE";1;"PZ";0.93;0.93;0;0;0;0.93;"8017596057266";"DOMAĆINSTVO"
"BALONI PROMJER 26cm 14kom";"005701701";"IL GIOCOLIERE";1;"PZ";0.93;0.93;0;0;0;0.93;"8017596057273";"DOMAĆINSTVO"
"BALONI TANTI AUGURI PR. 28cm 10kom";"005701901";"IL GIOCOLIERE";1;"PZ";0.93;0.93;0;0;0;0.93;"8017596057280";"DOMAĆINSTVO"
"BALONI RAZLIČITIH OBLIKA 10kom";"005702001";"IL GIOCOLIERE";1;"PZ";0.93;0.93;0;0;0;0.93;"8017596057297";"DOMAĆINSTVO"
"BALONI MEĐUSOBNO POVEZIVANJE 10kom";"005702101";"IL GIOCOLIERE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596057303";"DOMAĆINSTVO"
"BALONI S GUMICOM 3kom";"005702201";"IL GIOCOLIERE";1;"PZ";1.06;1.06;0;0;0;1.06;"8017596057310";"DOMAĆINSTVO"
"BALONI METALIK 10kom";"005702301";"IL GIOCOLIERE";1;"PZ";1.06;1.06;0;0;0;1.06;"8017596057327";"DOMAĆINSTVO"
"BALONI TISAK ZVJEZDICE 8kom";"005702701";"IL GIOCOLIERE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596057358";"DOMAĆINSTVO"
"BALONI U OBLIKU SRCA PRO.25cm 10kom";"005702801";"IL GIOCOLIERE";1;"PZ";1.06;1.06;0;0;0;1.06;"8017596057365";"DOMAĆINSTVO"
"BALONI PROMJER 13cm 30kom";"005702901";"IL GIOCOLIERE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596057372";"DOMAĆINSTVO"
"BALONI DUGULJASTI 4kom";"005703001";"IL GIOCOLIERE";1;"PZ";1.06;1.06;0;0;0;1.06;"8017596057389";"DOMAĆINSTVO"
"BALONI TISAK ŽIVOTINJA 10kom";"005703101";"IL GIOCOLIERE";1;"PZ";0.93;0.93;0;0;0;0.93;"8017596057396";"DOMAĆINSTVO"
"BALONI S PUMPOM 8kom";"005703201";"IL GIOCOLIERE";1;"PZ";1.59;1.59;0;0;0;1.59;"8017596057402";"DOMAĆINSTVO"
"JUNEĆA KOLJENICA BK";"005704001";"NO BRAND";1;"KG";12.06;12.06;0;0;0;12.06;"";"MESO GOVEĐE"
"JUNEĆA POTRBUŠINA MAP";"005729201";"IL BRACIERE";1;"KG";10.99;10.99;0;0;0;10.99;"";"MESO GOVEĐE"
"JUNEĆA LOPATICA BK";"005729601";"IL BRACIERE";1;"KG";13.36;13.36;0;0;0;13.36;"";"MESO GOVEĐE"
"JUNEĆI BUT BK";"005734101";"NO BRAND";1;"KG";15.2;15.2;0;0;0;15.2;"";"MESO GOVEĐE"
"TELEĆE LOPATICA SK BEZ KOLJENICE";"005734201";"NO BRAND";1;"KG";11.16;11.16;0;0;0;11.16;"";"MESO TELEĆE"
"SVJEŽA MLADA PATKA BEZ IZNUTRICA";"005746301";"NO BRAND";1;"KG";5.49;5.49;0;0;0;5.49;"";"MESO PERADI"
"SVINJSKA POLOVICA-FRANCUSKA OBRADA";"005773101";"NO BRAND";1;"KG";3.85;3.85;0;0;0;3.85;"";"MESO SVINJSKO"
"SVINJSKA LOPATICA";"006027701";"NO BRAND";1;"KG";5.59;5.59;0;0;0;5.59;"";"MESO SVINJSKO"
"INSTANT PRI.LED.ČAJ LIMUN 1kg (11L)";"006041801";"BLUES";1;"KG";4.89;4.89;0;0;0;4.89;"8017596005663";"KAVA/ČAJEVI/DRUGO"
"INSTANT PRI.LED.Č.BRESKVA 1kg (11L)";"006041802";"BLUES";1;"KG";4.89;4.89;0;0;0;4.89;"8004990159009";"KAVA/ČAJEVI/DRUGO"
"INSTANT PRI.LED.Č.BRESKVA 1kg (11L)";"006041802";"BLUES";1;"KG";4.89;4.89;0;0;0;4.89;"8017596006363";"KAVA/ČAJEVI/DRUGO"
"*GRANA PADANO 9 MJESECI";"006112701";"NO BRAND";1;"KG";24.9;24.9;0;0;0;24.9;"";"DELIKATESA - SIREVI"
"HRENOVKE PILEĆE PUREĆE 3 kom 250g";"006115001";"TOBIAS";0.25;"KG";0.89;3.56;0;0;0;0.89;"8017596004291";"SALAME SVJEŽE - EGALIZIRANE"
"HRENOVKE PILEĆE PUREĆE 3 kom 250g";"006115001";"TOBIAS";0.25;"KG";0.89;3.56;0;0;0;0.89;"05666632";"SALAME SVJEŽE - EGALIZIRANE"
"MIX MORSKI NAREZAN 800g";"006188701";"ONDINA";0.8;"KG";6.39;7.99;0;0;0;6.39;"8017596001313";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"MIX MORSKI NAREZAN 800g";"006188701";"ONDINA";0.8;"KG";6.39;7.99;0;0;0;6.39;"8017596001191";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"ŠUNKA SUHA DIMLJENA";"006250502";"LA BOTTEGA DEL GUSTO";1;"KG";12.99;12.99;0;0;0;12.99;"";"SALAME SVJEŽE - TEŽINSKE"
"PANIRANI RIBLJI ŠTAPIĆI 30KOM 900g";"006271101";"ATHENA";0.9;"KG";6.49;7.21;0;0;0;6.49;"8017596001283";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"LUKOVICE U VINSKOM OCTU 565/340g";"006391701";"VARIAGUSTO";0.34;"KG";1.99;5.85;1.59;4.68;1.99;1.99;"8017596008176";"KONZER.PROIZVODI U ULJU/OCTU"
"TAMNA ČOKOLADA 50%KAK. 500g";"006447701";"DOLCIANDO";0.5;"KG";5.49;10.98;0;0;0;5.49;"8005851000607";"ČOKOLADE"
"TAMNA ČOKOLADA 50%KAK. 500g";"006447701";"DOLCIANDO";0.5;"KG";5.49;10.98;0;0;0;5.49;"8017596012265";"ČOKOLADE"
"PALENTA KUHANA 1kg";"006580501";"TRE MULINI";1;"KG";0.79;0.79;0;0;0;0.79;"8003086000065";"BRAŠNO"
"PALENTA KUHANA 1kg";"006580501";"TRE MULINI";1;"KG";0.79;0.79;0;0;0;0.79;"8017596015044";"BRAŠNO"
"VINO PJENUŠAVO FRIZZANTINO1500ml";"006614201";"NO BRAND";1.5;"LT";3.42;2.28;0;0;0;3.42;"8003295002560";"VINA"
"VINO PJENUŠAVO FRIZZANTINO1500ml";"006614201";"NO BRAND";1.5;"LT";3.42;2.28;0;0;0;3.42;"8003295008838";"VINA"
"FLIPS HRSKAVI SA SIROM 125g";"006680301";"MAMBO KIDS";0.125;"KG";0.89;7.12;0;0;0;0.89;"8002183011271";"KEKSI/VAFLI/SNACKS"
"FLIPS HRSKAVI SA SIROM 125g";"006680301";"MAMBO KIDS";0.125;"KG";0.89;7.12;0;0;0;0.89;"8002026000585";"KEKSI/VAFLI/SNACKS"
"FLIPS HRSKAVI SA SIROM 125g";"006680301";"MAMBO KIDS";0.125;"KG";0.89;7.12;0;0;0;0.89;"8017596010780";"KEKSI/VAFLI/SNACKS"
"KREKERI SLANI 500g";"006759501";"TRE MULINI";0.5;"KG";1.89;3.78;0;0;0;1.89;"8017596005281";"PEKARSKI PROIZVODI"
"KREKERI INTEGRALNI 500g";"006760301";"TRE MULINI";0.5;"KG";1.89;3.78;0;0;0;1.89;"8017596005298";"PEKARSKI PROIZVODI"
"PILEĆA ZADNJA ČETVRT (BATAK I ZABAT";"006863501";"NO BRAND";1;"KG";2.57;2.57;0;0;0;2.57;"";"MESO PERADI"
"PILEĆA JETRA GASTRO";"006865001";"NO BRAND";1;"KG";2.74;2.74;0;0;0;2.74;"";"MESO PERADI"
"HULAHOPKE DAILY 20 DEN XL V.5/6 CRN";"007007201";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8300122369972";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN XL V.5/6 CRN";"007007201";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058256";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN XL V.5/6 SME";"007007301";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8300122369965";"ČARAPE/BATERIJE"
"HULAHOPKE DAILY 20 DEN XL V.5/6 SME";"007007301";"GLISSADE";1;"PZ";1.33;1.33;0;0;0;1.33;"8017596058263";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.1/2 CRNE";"007008401";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8300122370220";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.1/2 CRNE";"007008401";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058362";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.1/2 SMEĐE";"007008501";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8300122370169";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.1/2 SMEĐE";"007008501";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058379";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.3 CRNE";"007008801";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8300122370237";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.3 CRNE";"007008801";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058393";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.3 SMEĐE";"007008901";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8300122370176";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.3 SMEĐE";"007008901";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058409";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.4 CRNE";"007009101";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8300122370244";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.4 CRNE";"007009101";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058423";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.4 SMEĐE";"007009201";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8300122370183";"ČARAPE/BATERIJE"
"HULAHOPKE RELAX 50 DEN V.4 SMEĐE";"007009201";"GLISSADE";1;"PZ";1.99;1.99;0;0;0;1.99;"8017596058430";"ČARAPE/BATERIJE"
"TJESTENINA TORTIGLIONI 1kg";"007032901";"TRE MULINI";1;"KG";1.49;1.49;0;0;0;1.49;"8017596005953";"TJESTENINA"
"TJESTENINA PENNE RIGATE 1kg";"007033101";"TRE MULINI";1;"KG";1.49;1.49;0;0;0;1.49;"8017596052582";"TJESTENINA"
"REPOVI KOZICA TROPSKIH OČIŠĆEN 240g";"007065601";"ONDINA";0.24;"KG";5.31;22.13;0;0;0;5.31;"8017596001221";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"REPOVI KOZICA TROPSKIH OČIŠĆEN 240g";"007065601";"ONDINA";0.24;"KG";5.31;22.13;0;0;0;5.31;"5410726014499";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"REPOVI KOZICA TROPSKIH OČIŠĆEN 240g";"007065601";"ONDINA";0.24;"KG";5.31;22.13;0;0;0;5.31;"8017596040060";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"SENDVIČ KEKS 46% KAKAO 500g";"007074801";"DOLCIANDO";0.5;"KG";1.99;3.98;0;0;0;1.99;"4001518003312";"KEKSI/VAFLI/SNACKS"
"SENDVIČ KEKS 46% KAKAO 500g";"007074801";"DOLCIANDO";0.5;"KG";1.99;3.98;0;0;0;1.99;"8017596006592";"KEKSI/VAFLI/SNACKS"
"SENDVIČ KEKS 46% KAKAO 500g";"007074801";"DOLCIANDO";0.5;"KG";1.99;3.98;0;0;0;1.99;"8017596057648";"KEKSI/VAFLI/SNACKS"
"VANILIN AROMA (5VRE.)2G";"007092001";"DOLCIANDO";0.002;"KG";0.39;195;0;0;0;0.39;"8005650006008";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"VANILIN AROMA (5VRE.)2G";"007092001";"DOLCIANDO";0.002;"KG";0.39;195;0;0;0;0.39;"8017596013095";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"VANILIN AROMA (5VRE.)2G";"007092001";"DOLCIANDO";0.002;"KG";0.39;195;0;0;0;0.39;"8005650120605";"KAKAO/DOD. ZA KOLAČE/PREHRANU"
"SVINJSKA SLABINA I LEĐA SK I FILEOM";"007102101";"NO BRAND";1;"KG";5.2;5.2;0;0;0;5.2;"";"MESO SVINJSKO"
"SVINJSKA REBRA BEZ KOŽE";"007102201";"NO BRAND";1;"KG";6.8;6.8;0;0;0;6.8;"";"MESO SVINJSKO"
"SVINJSKA SLABINA I LEĐA BK";"007102301";"NO BRAND";1;"KG";5.86;5.86;0;0;0;5.86;"";"MESO SVINJSKO"
"SVINJSKI VRAT SK";"007102601";"NO BRAND";1;"KG";4.68;4.68;0;0;0;4.68;"";"MESO SVINJSKO"
"SVINJSKA LOPATICA 4D (BKK)";"007102801";"NO BRAND";1;"KG";4.68;4.68;0;0;0;4.68;"";"MESO SVINJSKO"
"SVINJSKI BUT 4D (BKK)";"007103001";"NO BRAND";1;"KG";4.85;4.85;0;0;0;4.85;"";"MESO SVINJSKO"
"MASLINE ZELENE BEZ KOŠT. 1675g/800g";"007113401";"VARIAGUSTO";0.8;"KG";5.99;7.49;0;0;0;5.99;"8002170306373";"KONZER.PROIZVODI U ULJU/OCTU"
"MASLINE ZELENE BEZ KOŠT. 1675g/800g";"007113401";"VARIAGUSTO";0.8;"KG";5.99;7.49;0;0;0;5.99;"8002170417512";"KONZER.PROIZVODI U ULJU/OCTU"
"MASLINE ZELENE BEZ KOŠT. 1675g/800g";"007113401";"VARIAGUSTO";0.8;"KG";5.99;7.49;0;0;0;5.99;"8017596076540";"KONZER.PROIZVODI U ULJU/OCTU"
"*MONTASIO TVR.KRAV.SIR 60 DANA 1/2V";"007123001";"NO BRAND";1;"KG";19.9;19.9;0;0;0;19.9;"";"DELIKATESA - SIREVI"
"LEDENI ČAJ LIMUN 500ml";"007197701";"BLUES";0.5;"LT";0.49;0.98;0;0;0;0.49;"8017596073020";"BEZALKOHOLNA PIĆA"
"LEDENI ČAJ LIMUN 500ml";"007197701";"BLUES";0.5;"LT";0.49;0.98;0;0;0;0.49;"8017596005656";"BEZALKOHOLNA PIĆA"
"LEDENI ČAJ BRESKVA 500ml";"007197702";"BLUES";0.5;"LT";0.49;0.98;0;0;0;0.49;"8017596073037";"BEZALKOHOLNA PIĆA"
"LEDENI ČAJ BRESKVA 500ml";"007197702";"BLUES";0.5;"LT";0.49;0.98;0;0;0;0.49;"8017596005694";"BEZALKOHOLNA PIĆA"
"SL.ŠTAP.AMARENA CROCCHINI 6KOM 420g";"007314801";"DOLCIANDO";0.42;"KG";3.19;7.6;0;0;0;3.19;"8002172001474";"SLADOLEDI I DESERTI"
"SL.ŠTAP.AMARENA CROCCHINI 6KOM 420g";"007314801";"DOLCIANDO";0.42;"KG";3.19;7.6;0;0;0;3.19;"8017596002495";"SLADOLEDI I DESERTI"
"ŠTAPIĆI GIANDUIA 6KOM 420g";"007314802";"DOLCIANDO";0.42;"KG";3.19;7.6;0;0;0;3.19;"8017596044228";"SLADOLEDI I DESERTI"
"GRAŠAK 400g/270g";"007675201";"DELIZIE DAL SOLE";0.27;"KG";0.99;3.67;0;0;0;0.99;"3017800127964";"POVRĆE KONZERVIRANO/SUHO"
"GRAŠAK 400g/270g";"007675201";"DELIZIE DAL SOLE";0.27;"KG";0.99;3.67;0;0;0;0.99;"3017800132821";"POVRĆE KONZERVIRANO/SUHO"
"GRAŠAK 400g/270g";"007675201";"DELIZIE DAL SOLE";0.27;"KG";0.99;3.67;0;0;0;0.99;"8017596013996";"POVRĆE KONZERVIRANO/SUHO"
"VINO LAMBRUSCO BISER CRNO VINO 1,5l";"007750301";"NO BRAND";1.5;"LT";3.42;2.28;0;0;0;3.42;"8003295001853";"VINA"
"VINO LAMBRUSCO BISER CRNO VINO 1,5l";"007750301";"NO BRAND";1.5;"LT";3.42;2.28;0;0;0;3.42;"8008920001956";"VINA"
"VINO LAMBRUSCO BISER CRNO VINO 1,5l";"007750301";"NO BRAND";1.5;"LT";3.42;2.28;0;0;0;3.42;"8008530011567";"VINA"
"VINO LAMBRUSCO BISER CRNO VINO 1,5l";"007750301";"NO BRAND";1.5;"LT";3.42;2.28;0;0;0;3.42;"8003295012910";"VINA"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489003395";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489003333";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489007461";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489007454";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489007485";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489007294";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489007270";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"5602489003166";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KOZICE ARGENTINSKE 800g";"007792501";"ONDINA";0.8;"KG";12.99;16.24;0;0;0;12.99;"8017596040121";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"SIR LISTIĆI 50 kom 1kg";"007905301";"LAND";1;"KG";6.79;6.79;0;0;0;6.79;"8017596005403";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"SIR LISTIĆI 50 kom 1kg";"007905301";"LAND";1;"KG";6.79;6.79;0;0;0;6.79;"8017596050083";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"RAJČICA UMAK S BOSILJKOM 400g";"008023301";"DELIZIE DAL SOLE";0.4;"KG";1.79;4.48;0;0;0;1.79;"8017596007209";"RAJČICA/DODACI"
"RAJČICA UMAK ALL'ARRABBIATA 400g";"008023401";"DELIZIE DAL SOLE";0.4;"KG";1.79;4.48;0;0;0;1.79;"8017596007216";"RAJČICA/DODACI"
"RAJČICA UMAK S MASLINAMA 400g";"008023501";"DELIZIE DAL SOLE";0.4;"KG";1.79;4.48;0;0;0;1.79;"8017596007223";"RAJČICA/DODACI"
"SL.SANDWICH VANILIJA 12 KOM 570g";"008059001";"DOLCIANDO";0.57;"KG";3.59;6.3;0;0;0;3.59;"8017596002464";"SLADOLEDI I DESERTI"
"SL.SANDW.DVA OKUSA 8KOM 720g";"008059201";"DOLCIANDO";0.72;"KG";4.39;6.1;0;0;0;4.39;"8017596002471";"SLADOLEDI I DESERTI"
"HRENOVKE 12kom 1000g";"008063201";"TOBIAS";1;"KG";2.99;2.99;0;0;0;2.99;"8000789135070";"SALAME SVJEŽE - EGALIZIRANE"
"HRENOVKE 12kom 1000g";"008063201";"TOBIAS";1;"KG";2.99;2.99;0;0;0;2.99;"0000039027";"SALAME SVJEŽE - EGALIZIRANE"
"HRENOVKE 12kom 1000g";"008063201";"TOBIAS";1;"KG";2.99;2.99;0;0;0;2.99;"8017596062789";"SALAME SVJEŽE - EGALIZIRANE"
"SIR GRAN BAVARESE 100g";"008066401";"NO BRAND";0.1;"KG";1.49;14.9;0;0;0;1.49;"4006402010179";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"TUNA U MASLINOVOM ULJU 160g";"008077401";"ATHENA";0.16;"KG";1.89;11.81;1.49;9.31;1.89;1.89;"8017596004215";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8412604987717";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8057502936476";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8017596115553";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8056364119973";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8001247000268";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8429583001525";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8429583000726";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8429583007145";"RIBLJE KONZERVE"
"TUNA U BILJNOM ILJU 1KG";"008129001";"NO BRAND";1;"KG";8.49;8.49;0;0;0;8.49;"8429583000511";"RIBLJE KONZERVE"
"POMMES FRITES PREDPRŽENI 1kg";"008138901";"DELIZIE DAL SOLE";1;"KG";2.89;2.89;0;0;0;2.89;"8017596001535";"ZAMRZNUTO POVRĆE"
"ŠKAMPI CIJELI 450g";"008165801";"ONDINA";0.45;"KG";7.3;16.22;5.99;13.31;5.99;7.3;"5060087700168";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"ŠKAMPI CIJELI 450g";"008165801";"ONDINA";0.45;"KG";7.3;16.22;5.99;13.31;5.99;7.3;"5705510010147";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"ŠKAMPI CIJELI 450g";"008165801";"ONDINA";0.45;"KG";7.3;16.22;5.99;13.31;5.99;7.3;"8017596040299";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"GAZIRANO PIĆE NARANČA BLUES 500ml";"008165901";"BLUES";0.5;"LT";0.49;0.98;0;0;0;0.49;"8017596008312";"BEZALKOHOLNA PIĆA"
"GAZIRANO PIĆE NARANČA BLUES 500ml";"008165901";"BLUES";0.5;"LT";0.49;0.98;0;0;0;0.49;"8017596068392";"BEZALKOHOLNA PIĆA"
"GAZIRANO PIĆE TONIK BLUES 500ml";"008166101";"BLUES";0.5;"LT";0.49;0.98;0;0;0;0.49;"8017596008329";"BEZALKOHOLNA PIĆA"
"DAGNJE OČIŠĆENE 250g";"008170201";"ATHENA";0.25;"KG";2.89;11.56;0;0;0;2.89;"8017596001337";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"MJEŠAV. PLODOVA MORA I POVRĆA 300g";"008170301";"ATHENA";0.3;"KG";2.89;9.63;0;0;0;2.89;"8000489002160";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"MJEŠAV. PLODOVA MORA I POVRĆA 300g";"008170301";"ATHENA";0.3;"KG";2.89;9.63;0;0;0;2.89;"8017596001382";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"MJEŠAV. PLODOVA MORA I POVRĆA 300g";"008170301";"ATHENA";0.3;"KG";2.89;9.63;0;0;0;2.89;"5602489006709";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"KAVA CLASSICO DON JEREZ 2kom 500g";"008170701";"DON JEREZ";0.5;"KG";6.99;13.98;0;0;0;6.99;"8017596008404";"KAVA/ČAJEVI/DRUGO"
"BROKULA 600g";"008182701";"DELIZIE DAL SOLE";0.6;"KG";2.39;3.98;0;0;0;2.39;"8017596001443";"ZAMRZNUTO POVRĆE"
"MJEŠAVINA MOR. PLOD. ZA RIŽOTO 300g";"008187601";"ATHENA";0.3;"KG";3.69;12.3;0;0;0;3.69;"8017596001047";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"MJEŠAVINA MOR. PLOD. ZA RIŽOTO 300g";"008187601";"ATHENA";0.3;"KG";3.69;12.3;0;0;0;3.69;"5602489006716";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"*SIR GOUDA ALPENSTRASSE";"008190601";"NO BRAND";1;"KG";6.49;6.49;0;0;0;6.49;"";"DELIKATESA - SIREVI"
"RAJČICA SJECKANA 680g";"008200401";"DELIZIE DAL SOLE";0.68;"KG";1.49;2.19;0;0;0;1.49;"8004913000203";"RAJČICA/DODACI"
"RAJČICA SJECKANA 680g";"008200401";"DELIZIE DAL SOLE";0.68;"KG";1.49;2.19;0;0;0;1.49;"8017596010223";"RAJČICA/DODACI"
"ČIPS RUSTIKALNI 200g";"008228301";"MAMBO KIDS";0.2;"KG";1.19;5.95;0;0;0;1.19;"8017596010742";"KEKSI/VAFLI/SNACKS"
"RAJČICA DVOSTRUKI KONCENTRAT 200g";"008231001";"DELIZIE DAL SOLE";0.2;"KG";1.19;5.95;0;0;0;1.19;"8004960000034";"RAJČICA/DODACI"
"RAJČICA DVOSTRUKI KONCENTRAT 200g";"008231001";"DELIZIE DAL SOLE";0.2;"KG";1.19;5.95;0;0;0;1.19;"8017596017208";"RAJČICA/DODACI"
"RAJČICA DVOSTRUKI KONCENTRAT 200g";"008231001";"DELIZIE DAL SOLE";0.2;"KG";1.19;5.95;0;0;0;1.19;"8004913001002";"RAJČICA/DODACI"
"TORTELLI S VRGANJIMA 500g";"008264201";"TRE MULINI";0.5;"KG";2.99;5.98;0;0;0;2.99;"8011242120496";"TJESTENINA SVJEŽA - PUNJENA"
"TORTELLI S VRGANJIMA 500g";"008264201";"TRE MULINI";0.5;"KG";2.99;5.98;0;0;0;2.99;"8011242120342";"TJESTENINA SVJEŽA - PUNJENA"
"TORTELLI S VRGANJIMA 500g";"008264201";"TRE MULINI";0.5;"KG";2.99;5.98;0;0;0;2.99;"8017596012364";"TJESTENINA SVJEŽA - PUNJENA"
"TOAST KRUH 330g";"008273201";"TRE MULINI";0.33;"KG";0.79;2.39;0;0;0;0.79;"8017596004970";"PEKARSKI PROIZVODI"
"JUNEĆI OSSO BUCO MAP";"008275101";"NO BRAND";1;"KG";11.29;11.29;0;0;0;11.29;"";"MESO GOVEĐE"
"VODA PRIRODNA NEGAZIRANA 1,5l";"008308501";"BLUES";1.5;"LT";0.3;0.2;0;0;0;0.3;"8017596013668";"BEZALKOHOLNA PIĆA"
