BARKOD_ARTIKLA,SIFRA_ARTIKLA,NAZIV_ARTIKLA,BRAND,ROBNA_STRUKTURA,JEDINICA_MJERE,NETO_KOLICINA,MPC,MPC_POSEBNA_PRODAJA,CIJENA_PO_JM,MPC_NAJNIZA_30,MPC_020525,DATUM_ULASKA_NOVOG_ARTIKLA,PRVA_CIJENA_NOVOG_ARTIKLA
3850131005385,10001639,"PIVO BECK'S 4X0,5 L LIMENKA",,PAKIRANA HRANA I PIĆE,kom,"2,000","5,99",,3,,"5,99",,
3858881083813,10001662,ČAJ ŠUMSKO VOĆE 55 g OMOT FRAN,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,055","2,65",,"48,18",,"2,65",,
3850104023019,10001674,SENF ESTRAG.100 g TUBA PODR,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,100","1,69",,"16,9",,"1,69",,
3838700540147,10001436,PALENTA INSTANT 450 g ZLATO PO,ZLATO POLJE,PAKIRANA HRANA I PIĆE,kom,"0,450","0,85",,"1,89",,"0,85",,
3850112142917,10001492,"GIN 0,70 L SAX PINK BADEL",SAX,PAKIRANA HRANA I PIĆE,kom,"0,700","13,49",,"19,27",,"13,49",,
3850104003837,10001527,JUHA DALMATINSKA 60 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,060",,"0,79","13,17","0,99","0,99",,
3850108023916,10001537,PUDING DUPLA ČOKOLADA 200 g,TRES CHIC,HLAĐENO I SMRZNUTO,kom,"0,200",,"0,99","4,95","1,35","1,35",,
293424,10001538,ŠUNKA VAC 1 kg PIK,PIK,HLAĐENO I SMRZNUTO,kg,"1,000","15,49",,"15,49",,"15,49",,
3870128007833,10001542,PAPIR TOALETNI  60/1 VLAŽNI,VIOLETA,NEPREHRANA,kom,"60,000",,"1,69","0,03","2,09","2,09",,
3858881081420,10001563,ČAJ KAMILICA 20 g FRANCK,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,020","1,79",,"89,5",,"1,79",,
290802,10001572,KRUH BAGET 4 VRST SJEM 250 g B,BOBIS,SVJEŽI ODJELI,kg,"0,250","1,25",,5,,"1,25",,
3859890848196,10001577,NAREZAK MESNI 150 g PODRAVK,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,150","2,05",,"13,67",,"2,05",,
8011661001154,10001627,SIR PARMIGIANO REGGIANO 200g,MANTOVA,HLAĐENO I SMRZNUTO,kom,"0,200","5,99",,"29,95",,"5,99",,
3838977030914,10001631,HRENOVKE PIL. EXTRA 400 g PERU,,HLAĐENO I SMRZNUTO,kom,"0,400","1,07",,"2,68",,"1,07",,
3858889361593,10001638,DVOPEK MINI CLAS. 120 g NATUR,NATUREL,SVJEŽI ODJELI,kom,"0,120","1,59",,"13,25",,"1,59",,
3858890203691,10001656,SUDŽUK 400 g VAC,GAVRILOVIĆ,HLAĐENO I SMRZNUTO,kom,"0,400","11,49",,"28,73",,"11,49",,
8004248002200,10001668,HRENOVKE FRANKFURT 1000 g PAVO,PAVO,HLAĐENO I SMRZNUTO,kom,"1,000","2,69",,"2,69",,"2,69",,
3850112142283,10001711,"VODKA VIGOR 0,1 L BADEL",VIGOR,PAKIRANA HRANA I PIĆE,kom,"0,100",,"1,49","14,9","1,79","1,79",,
3850355006779,10001719,SIR FETA 150 g SALAKIS,,HLAĐENO I SMRZNUTO,kom,"0,150","4,49",,"29,93",,"4,49",,
3850104223617,10001730,BRAŠNO GLATKO T-550 2 kg PODR,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"2,000","1,49",,"0,75",,"1,49",,
8600105004099,10001758,"PIVO BAVARIA 0,50 L 5+1GRA LIM",,PAKIRANA HRANA I PIĆE,kom,"2,500","8,29",,"3,32",,"8,29",,
3850159141461,10001780,PANIRANI PIL. MEDALJONI 660 g,CEKIN,HLAĐENO I SMRZNUTO,kom,"0,660","8,29",,"12,56",,"8,29",,
5449000239280,10001793,"LEDENI ČAJ BRE/HIB1,5 L FUZETE",FUZE TEA,PAKIRANA HRANA I PIĆE,kom,"1,500","1,89",,"1,26",,"1,89",,
3850160108064,10001839,TUNJ FILET U ULJU 105 g L/0,ADRIATIC QUEEN,PAKIRANA HRANA I PIĆE,kom,"0,110","3,29",,"29,91",,"3,29",,
5411188110835,10001854,NAPITAK BADEM 1 L ALPRO,,PAKIRANA HRANA I PIĆE,kom,"1,000","4,29",,"4,29",,"4,29",,
2107495,10001873,PANCETA GAVRILOVIĆ VAC /kg,GAVRILOVIĆ,HLAĐENO I SMRZNUTO,kg,"1,000","22,49",,"22,49",,"22,49",,
3858886933151,10001884,BONDI VITA NARANČA 500 g,BONDI,PAKIRANA HRANA I PIĆE,kom,"0,500","2,69",,"5,38",,"2,69",,
3850116003481,10001910,LIGNJA PATAGONIJSKA CIJ. 1 kg,LEDO,HLAĐENO I SMRZNUTO,kom,"1,000","11,99",,"11,99",,"11,99",,
3858881081383,10001933,ČAJ ŠIPAK 60 g FRANCK,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,060","2,29",,"38,17",,"2,29",,
3870075004091,10001945,VREĆE ZA OTPATKE 15/1 35L LIME,GEA,NEPREHRANA,kom,"15,000","2,69",,"0,18",,"2,69",,
4008400204727,10001952,KINDER ČOKOLADA 125 g,FERRERO CHOCOLATE,PAKIRANA HRANA I PIĆE,kom,"0,130","2,19",,"16,85",,"2,19",,
3850159140471,10001956,PILEĆI FRITESI PAN.SVJE.350 g,CEKIN,SVJEŽI ODJELI,kom,"0,350","5,29",,"15,11",,"5,29",,
3859890561019,10001958,TORTELLONI 4 VRSTE SIRA 250 g,,HLAĐENO I SMRZNUTO,kom,"0,250","2,95",,"11,8",,"2,99",,
8076809513692,10001981,UMAK NAPOLETANA 400 g BARIL,BARILLA,PAKIRANA HRANA I PIĆE,kom,"0,400","3,49",,"8,73",,"3,49",,
3859890997023,10001994,NJOKI 1000 g NICHI,NICHI,HLAĐENO I SMRZNUTO,kom,"1,000","5,49",,"5,49",,"5,49",,
8411778600026,10001714,TORTILLA 20CM 320 g ZANUYI,,PAKIRANA HRANA I PIĆE,kom,"0,320","2,39",,"7,47",,"2,39",,
292130,10001745,ŠTRUDLA VIŠNJA 130 g BOBIS,BOBIS,SVJEŽI ODJELI,kom,"0,130",,"1,05","8,08","1,39","1,39",,
3850108072792,10001755,NAPITAK NEGAZ.B+C+E 2 L VINDI,VINDI,PAKIRANA HRANA I PIĆE,kom,"2,000","2,65",,"1,33",,"2,65",,
3850116713045,10001764,SLADOLED VAN/JAG 1 L TWICE,TWICE,HLAĐENO I SMRZNUTO,kom,"1,000","3,29",,"3,29",,"3,29",,
4015400612469,10001778,ALWAYS 12/1 ULT.NIGHT PROTECTI,ALWAYS,NEPREHRANA,kom,"12,000","2,99",,"0,25",,"2,99",,
3858892720912,10001784,GULAŠ GOVEĐI 300 g GAVRILOVIĆ,GAVRILOVIĆ,PAKIRANA HRANA I PIĆE,kom,"0,300","4,65",,"15,5",,"4,65",,
3856020217617,10001795,TUNA SALATA DALMATINA 160 g,EVA,PAKIRANA HRANA I PIĆE,kom,"0,160",,"1,99","12,44","4,55","4,55",,
3850354011576,10001812,PUDING ČOKOLADA/ŠLAG 170 g DUKAT,DUKAT,HLAĐENO I SMRZNUTO,kom,"0,170","0,69",,"4,06",,"0,69",,
3858881224490,10001813,NAREZAK MESNI 400 g GAVRILOVIĆ,GAVRILOVIĆ,HLAĐENO I SMRZNUTO,kom,"0,400","4,75",,"11,88",,"4,75",,
3859888114098,10001819,"VINO CHARDONNAY 0,75 L ORAHOVI",ORAHOVICA,PAKIRANA HRANA I PIĆE,kom,"0,750","5,99",,"7,99",,"5,99",,
8004050193677,10001857,WC NET ZA BIOLOŠKE SEPT.JAME,WC NET,NEPREHRANA,kom,"0,220","12,49",,"56,77",,"12,49",,
3858881226579,10001890,PAŠTETA ČAJNA U TUBI 150 g GAV,GAVRILOVIĆ,PAKIRANA HRANA I PIĆE,kom,"0,150","2,59",,"17,27",,"2,59",,
3800205871255,10001906,BRUSCHETTI PIZZA 70 g MARETTI,MARETTI,PAKIRANA HRANA I PIĆE,kom,"0,070","0,99",,"14,14",,"0,99",,
3850159127106,10001939,HRENOVKE PIL.1 kg GURMANIKA,GURMANIKA,HLAĐENO I SMRZNUTO,kom,"1,000","2,69",,"2,69",,"2,69",,
3850116753195,10001948,LEDOLETTA KAKAO KREM 500 g ***,LEDO,HLAĐENO I SMRZNUTO,kom,"0,500","3,49",,"6,98",,"3,49",,
4000415851705,10001951,ČOKOLADA NOISETTES 100 g SCHOG,,PAKIRANA HRANA I PIĆE,kom,"0,100","1,67",,"16,7",,"1,67",,
7622210683724,10001966,ČOKOLADA CHEESECAKE 300 g MILK,MILKA,PAKIRANA HRANA I PIĆE,kom,"0,300","6,79",,"22,63",,"6,79",,
293332,10001969,SIR DINARA,DALMATINSKI SIREVI,HLAĐENO I SMRZNUTO,kg,"1,000","17,99",,"17,99",,"17,99",,
3859890587323,10001971,ŠLJIVA B.K.500 g MARJAN-VOĆ,,PAKIRANA HRANA I PIĆE,kom,"0,500","3,19",,"6,38",,"3,19",,
3858886466260,10001979,KOBASICA ČAJNA VP 300 g PODRAV,PODRAVKA,HLAĐENO I SMRZNUTO,kom,"0,300","6,49",,"21,63",,"6,49",,
5997312762465,10002088,ŠTAPIĆI KIS.VRH./LUK 80 g CHIO,,PAKIRANA HRANA I PIĆE,kom,"0,080","1,49",,"18,63",,"1,49",,
3859888529113,10002176,PISTACIO 200 g MALI GUŠTI SPEC,SPECTAR,PAKIRANA HRANA I PIĆE,kom,"0,200","4,99",,"24,95",,"4,99",,
3850139181173,10002179,BUĐOLA 80 g PIK,PIK,HLAĐENO I SMRZNUTO,kom,"0,080","2,85",,"35,63",,"2,99",,
4003310011625,10002190,"PJEN.HENKEL TROCKEN 0,75 L",HENKELL,PAKIRANA HRANA I PIĆE,kom,"0,750","11,49",,"15,32",,"11,49",,
38381423,10002212,PAŠTETA KOKOŠJA 45 g ARGETA,ARGETA,PAKIRANA HRANA I PIĆE,kom,"0,050","0,99",,"19,8",,"0,99",,
290626,10002224,SIR ŽIGLJEN GLIGORA,GLIGORA,HLAĐENO I SMRZNUTO,kg,"1,000","25,49",,"25,49",,"25,49",,
5997381375627,10002227,PUDING VANIL. 38 g 3+1 GR.DR.O,DR. OETKER,PAKIRANA HRANA I PIĆE,kom,"0,114","2,29",,"20,09",,"2,29",,
3858890209044,10002005,KOBASICA KULEN CVIJET NAR.80 g,GAVRILOVIĆ,HLAĐENO I SMRZNUTO,kom,"0,080","2,49",,"31,13",,"2,49",,
3859893289187,10002013,VINO CHARD&R'KACITELI 3 L BNB,TOUCH,PAKIRANA HRANA I PIĆE,kom,"3,000","9,99",,"3,33",,"9,99",,
292619,10002015,ŠUNKA PUREĆA DIMLJENA,PIK,HLAĐENO I SMRZNUTO,kg,"1,000",,"13,99","13,99","17,49","17,49",,
8033928830154,10002033,PECIVO HAMBUR. 4KOM 300 g VIV,VIVA,SVJEŽI ODJELI,kom,"0,300",,"0,99","3,3","1,35","1,35",,
3870128010277,10002050,PELENE 56/1 VIOLETA MAXI PLUS,VIOLETA DOUBLE CARE,NEPREHRANA,kom,"56,000","14,59",,"0,26",,"14,59",,
8076809582162,10002072,TOST PAN CARE 430 g MULINO B.,MULINO BIANCO,SVJEŽI ODJELI,kom,"0,430","2,49",,"5,79",,"2,49",,
3838700040944,10002107,BOMBON KARAMELA 400 g FRU FRU,ŠUMI,PAKIRANA HRANA I PIĆE,kom,"0,400","5,29",,"13,23",,"5,29",,
3850354015840,10002112,JOGURT ACAI-ŠUMSKI MIX B.AKTIV 330 g,B.AKTIV,HLAĐENO I SMRZNUTO,kom,"0,330","1,75",,"5,3",,"1,75",,
9002975301558,10002124,BOMBON GUM. ZLAT.MEDO 100 g HA,HARIBO,PAKIRANA HRANA I PIĆE,kom,"0,100","1,69",,"16,9",,"1,69",,
3850139012460,10002193,KOBASICA ČAJNA 80 g SLJEME,SLJEME,HLAĐENO I SMRZNUTO,kom,"0,080","2,29",,"28,63",,"2,29",,
292481,10002226,SUPER MIX  RFS,,SVJEŽI ODJELI,kg,"1,000","11,15",,"11,15",,"11,15",,
8595159869711,10002235,ŽARULJA TRIXLINE E27 75W,TRIXLINE,NEPREHRANA,kom,"1,000","0,75",,"0,75",,"0,75",,
3858882217071,10002238,KUKURUZ ŠEĆ.340 g ZVIJEZDA,ZVIJEZDA KONZERVIRANO POVRĆE,PAKIRANA HRANA I PIĆE,kom,"0,285","1,79",,"6,28",,"1,79",,
3850139390032,10002267,MAST SVINJSKA 1 kg KANTA PIK,PIK,HLAĐENO I SMRZNUTO,kom,"1,000","4,99",,"4,99",,"4,99",,
3850257060657,10002268,SIR SVJEŽI KREM 500 g ABC,ABC SVJEŽI KREM SIR,HLAĐENO I SMRZNUTO,kom,"0,500","5,99",,"11,98",,"5,99",,
3858881225930,10002269,HRENOVKE PILEĆE 200 g,GAVRILOVIĆ,HLAĐENO I SMRZNUTO,kom,"0,200","1,89",,"9,45",,"1,89",,
2103447,10002278,PEČENICA SUHA SVINJSKA VAC /kg,BOKUN GUŠTA,HLAĐENO I SMRZNUTO,kg,"1,000","20,49",,"20,49",,"20,49",,
3859888129146,10002284,VINO DEBIT 1 L NEP.VINOPLOD,,PAKIRANA HRANA I PIĆE,kom,"1,000","6,99",,"6,99",,"6,99",,
3859890944249,10002318,BRESKVICE 300 g BOBIS,BOBIS,SVJEŽI ODJELI,kom,"0,300","4,99",,"16,63",,"4,99",,
8700216861069,10002331,ALWAYS ULTRA S+DUO (2X8),ALWAYS,NEPREHRANA,kom,"16,000","3,45",,"0,22",,"3,45",,
3870075004084,10002372,VREĆE ZA OTPATKE 35 L 15/1,GEA,NEPREHRANA,kom,"15,000","2,69",,"0,18",,"2,69",,
3850116037790,10002403,SLADOLED KORNET ČOKOLADA,,HLAĐENO I SMRZNUTO,kom,"0,120","1,79",,"14,92",,"1,79",,
5010327755014,10002429,"GIN 0,7 L HENDRICKS",HENDRICKS,PAKIRANA HRANA I PIĆE,kom,"0,700","40,49",,"57,84",,"40,49",,
3859890561071,10002460,TORTELLONI DALM.PRŠUT 250 g AU,,HLAĐENO I SMRZNUTO,kom,"0,250","2,95",,"11,8",,"2,99",,
3046920022323,10002477,ČOKOLADA EXC.TAMNA 100 g LINDT,,PAKIRANA HRANA I PIĆE,kom,"0,100","4,55",,"45,5",,"3,09",,
5010677925006,10002486,VERMOUTH 1 L BIANCO MARTINI,MARTINI,PAKIRANA HRANA I PIĆE,kom,"1,000","16,99",,"16,99",,"16,99",,
3859894035011,10002488,NEOPITROID PRAH 100 g,PITROID,NEPREHRANA,kom,"0,100","3,29",,"32,9",,"3,29",,
3858886934974,10002503,KULEN 100 g DELICATO,DELICATO,HLAĐENO I SMRZNUTO,kom,"0,100","2,15",,"21,5",,"2,29",,
3857500073327,10002508,SIR PINI 400 g,,HLAĐENO I SMRZNUTO,kom,"0,400","5,99",,"14,98",,"5,99",,
3858886933564,10002519,VREĆE ZA DOMAĆINSTVO 3 L DOMAX,DOMAX,NEPREHRANA,kom,"1,000","0,85",,"0,85",,"0,85",,
3856014120084,10002246,KEKS CHOCO COOKIES 200 g KOEST,KOESTLIN,PAKIRANA HRANA I PIĆE,kom,"0,200",,"1,89","9,45","2,69","2,69",,
3856021303746,10002282,TIP TOP PIZZA 45 g CHIO,,PAKIRANA HRANA I PIĆE,kom,"0,050","1,15",,23,,"1,15",,
3858892460078,10002306,VODKA MOSKVA 1 L,,PAKIRANA HRANA I PIĆE,kom,"1,000","11,49",,"11,49",,"11,49",,
5900951014055,10002317,WHISKAS SM 300 g PILETINA/POV,WHISKAS,NEPREHRANA,kom,"0,300","2,69",,"8,97",,"2,69",,
3850104274619,10002338,JUHA KREM RAJČICA 60 g PODRAV,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,060","1,49",,"24,83",,"1,49",,
8600104006254,10002365,ŠTRUDLE BROWNIE MAL.240 g MEDE,MEDELA ŠTRUDLE,PAKIRANA HRANA I PIĆE,kom,"0,240","2,29",,"9,54",,"2,29",,
3859888110892,10002410,METEOR FLUX ZA DEB.CIJEVI,FLUX,NEPREHRANA,kom,"1,000","4,35",,"4,35",,"3,99",,
3850104250972,10002434,ŽITARICE LINO CRUNCH 225 g POD,LINO,PAKIRANA HRANA I PIĆE,kom,"0,225","3,49",,"15,51",,"3,49",,
3850116745985,10002436,PLODOVI MORA ZA RIŽOT.300 g,LEDO,HLAĐENO I SMRZNUTO,kom,"0,300",,"3,69","12,3","5,29","5,29",,
3850108032680,10002469,JOGURT JAG/GRO/RIB FORTIA 330 g TTOP,,HLAĐENO I SMRZNUTO,kom,"0,330","1,59",,"4,82",,"1,59",,
3858882213783,10002543,MASLINE ZEL.PUNJ.PAP.700 g ZVI,ZVIJEZDA MASLINE,PAKIRANA HRANA I PIĆE,kom,"0,400","4,99",,"12,48",,"4,99",,
3859888499874,10002554,TJ.DOM.ISTAR. FUŽI 500 g KLAR,,PAKIRANA HRANA I PIĆE,kom,"0,500","4,99",,"9,98",,"4,99",,
3858892940273,10002576,SLADOLED ŠTAPIĆ MINIMIX BONDI,BONDI,HLAĐENO I SMRZNUTO,kom,"0,660","4,99",,"7,56",,"4,99",,
3859889940153,10002588,KVASAC SUHI  5*7 g DI-GO,DI GO,PAKIRANA HRANA I PIĆE,kom,"0,030","3,29",,"109,67",,"3,29",,
8001860190520,10002603,RIŽA ORO PARBOILED 1 kg SCO,,PAKIRANA HRANA I PIĆE,kom,"1,000","4,29",,"4,29",,"4,29",,
2111120,10002628,PILEĆI KRILKO NA PODLOŠKU /kg,CEKIN,SVJEŽI ODJELI,kg,"1,000","8,99",,"8,99",,"8,99",,
8712000025649,10002634,PIVO HEINEKEN 5 L BAČVA,HEINEKEN,PAKIRANA HRANA I PIĆE,kom,"5,000","20,49",,"4,1",,"20,49",,
38501708,10002650,"PIVO OŽUJSKO 0,33 L BOCA",OŽUJSKO,PAKIRANA HRANA I PIĆE,kom,"0,330","1,29",,"3,91",,"1,29",,
3858886933557,10002663,VREĆE ZA DOMAĆINSTVO 2 L DOMAX,DOMAX,NEPREHRANA,kom,"1,000","0,85",,"0,85",,"0,85",,
5060639121618,10002685,"MONSTER ENERGY 0,5 L MANGO",MONSTER MANGO LOCO,PAKIRANA HRANA I PIĆE,kom,"0,500","2,09",,"4,18",,"2,09",,
3858886936916,10002718,NAMAZ KAKAO 350 g BONDI,BONDI,PAKIRANA HRANA I PIĆE,kom,"0,350","2,69",,"7,69",,"2,69",,
3850116876177,10002724,NJOKI SMRZ. 500 g PREMIUM,LEDO,HLAĐENO I SMRZNUTO,kom,"0,500","3,29",,"6,58",,"3,29",,
3858881083752,10002738,ČAJ ZELENI 35 g OMOT FRANCK,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,040","2,45",,"61,25",,"2,45",,
3850112110626,10002744,ORAHOVAC 1 L BADEL,"BADEL RAKIJE, LIKERI",PAKIRANA HRANA I PIĆE,kom,"1,000","15,99",,"15,99",,"15,99",,
90087066,10002753,SOK VOĆNI NARANČA 100%1 L HAPP,HAPPY DAY,PAKIRANA HRANA I PIĆE,kom,"1,000","3,29",,"3,29",,"3,29",,
3850354006138,10002799,VRHNJE ZA KAVU 10/1 BRZO&FINO,BRZO & FINO,HLAĐENO I SMRZNUTO,kom,"0,100","1,39",,"13,9",,"1,39",,
3838471013109,10002820,PAŠTETA OD LOSOSA 95 g ARGETA,ARGETA,PAKIRANA HRANA I PIĆE,kom,"0,095","2,55",,"26,84",,"2,69",,
3850103902063,10002828,"PIVO KAR RAD CRN LIM 0,5 L BOC",KARLOVAČKO PIVO,PAKIRANA HRANA I PIĆE,kom,"0,500","1,29",,"2,58",,"1,29",,
3858890267303,10002864,TORTILLA 2*320 g XXL ZANUY,,PAKIRANA HRANA I PIĆE,kom,"0,640","5,99",,"9,36",,"5,99",,
3850104022401,10002553,RAGU MESNI BOLOGN.200 g POD,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,200","2,65",,"13,25",,"2,65",,
3850104073212,10002598,RAJČICA PELATI 800 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,480","3,99",,"8,31",,"3,99",,
3850104230066,10002621,KEKSOLINO 200 g PODRAVKA,LINO,PAKIRANA HRANA I PIĆE,kom,"0,200","2,75",,"13,75",,"2,75",,
3858890178678,10002657,MAJONEZA 263 g DOYPACK THOMY,THOMY,HLAĐENO I SMRZNUTO,kom,"0,260",,"2,35","9,04","3,49","3,49",,
3850104006777,10002673,JUHA TIROLSKA 67 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,070","1,49",,"21,29",,"1,49",,
3830001715279,10002680,"PIVO LAŠKO IPA 0,50 L BOCA",LAŠKO ZLATOROG,PAKIRANA HRANA I PIĆE,kom,"0,500","1,15",,"2,3",,"1,15",,
5900020019530,10002682,ŽITARICE LION 400 g NESTLE,NESTLE ŽITARICE,PAKIRANA HRANA I PIĆE,kom,"0,400","4,99",,"12,48",,"4,99",,
3859888500020,10002687,MED CVJETNI 450 g  PIP,PIP,PAKIRANA HRANA I PIĆE,kom,"0,450","5,49",,"12,2",,"5,49",,
3850158201517,10002688,"ROOM 0,10 L MARASKA",MARASKA,PAKIRANA HRANA I PIĆE,kom,"0,100","1,89",,"18,9",,"1,89",,
3859889193078,10002713,"VINO GRAŠEVINA ERDUT.0,75L",ERDUT,PAKIRANA HRANA I PIĆE,kom,"0,750","7,49",,"9,99",,"6,49",,
7622300570293,10002727,KREKER ŠUNKA 100 g TUC,TUC,PAKIRANA HRANA I PIĆE,kom,"0,100","1,25",,"12,5",,"1,25",,
3850102215614,10002730,BOMBON TVR.MENTOL 100 g KRAŠ,MENTOL,PAKIRANA HRANA I PIĆE,kom,"0,100","0,95",,"9,5",,"0,95",,
3850104035746,10002737,GRAH S HAMBURG.400 g PODRAV,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,400","3,89",,"9,73",,"3,89",,
3858890231205,10002763,LAMPION PIRAMIDA VEL.131 g  N,,NEPREHRANA,kom,"1,000","1,85",,"1,85",,"1,85",,
3858886934783,10002784,NAMAZ KAKAO 750 g BONDI,BONDI,PAKIRANA HRANA I PIĆE,kom,"0,750","4,99",,"6,65",,"4,99",,
3858887240739,10002810,MUESLI CLASSIC 350 g NATUREL,NATUREL,PAKIRANA HRANA I PIĆE,kom,"0,350","3,99",,"11,4",,"3,99",,
3830055522083,10002841,SIRUP NARANČA 1 L PET DANA,DANA,PAKIRANA HRANA I PIĆE,kom,"1,000","2,99",,"2,99",,"2,99",,
8003496060024,10002860,RAJČICA FINO SJECK.400 g  PETT,PETTI,PAKIRANA HRANA I PIĆE,kom,"0,400","1,35",,"3,38",,"1,35",,
3858884717487,10002869,KRUŠNE MRVICE 500 g BABIĆ,BABIĆ,SVJEŽI ODJELI,kom,"0,500","1,79",,"3,58",,"1,79",,
5060466518070,10002890,"BURN 0,250 L LIMENKA",BURN ORIGINAL,PAKIRANA HRANA I PIĆE,kom,"0,250","1,35",,"5,4",,"1,35",,
3858881324855,10002922,DVOPEK IZ CIJ.ZRNA 225 g KLAR,KLARA,SVJEŽI ODJELI,kom,"0,230","2,85",,"12,39",,"2,85",,
8004120042713,10002950,TEK. SAPUN 300 ml MALIZIA LATT,MALIZIA,NEPREHRANA,kom,"0,300","1,65",,"5,5",,"1,65",,
8000500289877,10002961,KINDER SCHOKO BONS WHITE 200 g,FERRERO BITES,PAKIRANA HRANA I PIĆE,kom,"0,200","5,99",,"29,95",,"5,99",,
3263286350161,10002995,VINO CHARDONNAY 1 L GRAND SUD,GRAND SUD,PAKIRANA HRANA I PIĆE,kom,"1,000","5,49",,"5,49",,"5,49",,
3858886936923,10003070,NAMAZ DVOBOJNI 350 g BONDI,BONDI,PAKIRANA HRANA I PIĆE,kom,"0,350","2,69",,"7,69",,"2,69",,
3858886933472,10003072,SALVETE 38X38 50/1 2SL. DOMAX,DOMAX,NEPREHRANA,kom,"1,000","1,35",,"1,35",,"1,35",,
3856015321091,10003079,NAMAZ ML.CLASS 225 g BUTISSIMO,BUTISSIMO,HLAĐENO I SMRZNUTO,kom,"0,230","3,99",,"17,35",,"3,99",,
5999885747733,10003126,"NAPITAK ENE. HELL FOCUS 0,25 L",HELL ENERGY,PAKIRANA HRANA I PIĆE,kom,"0,250","1,15",,"4,6",,"1,15",,
3859888568204,10003131,VINO PLAVAC 1 L ROSO,,PAKIRANA HRANA I PIĆE,kom,"1,000","5,99",,"5,99",,"5,99",,
3858888570477,10002902,ČOKOLADA S RIŽOM 225 g MIKADO,MIKADO,PAKIRANA HRANA I PIĆE,kom,"0,230","3,69",,"16,04",,"3,69",,
3850105174741,10002914,ARF DEZI CLEAN VLAŽ. MAR. 40/1,ARF,NEPREHRANA,kom,"40,000","2,15",,"0,05",,"2,15",,
3870085020227,10002919,SIR SVJEŽI-POSNI 10% MM 450 g,,HLAĐENO I SMRZNUTO,kom,"0,450","2,99",,"6,64",,"2,99",,
3850133806614,10002930,BUĐOLA+PANCETA ROLANA  200 g,DOBRO,HLAĐENO I SMRZNUTO,kom,"0,200","6,29",,"31,45",,"6,29",,
4014500509518,10002953,SIR ZOTTARELLA 125 g ZOTT,ZOTT,HLAĐENO I SMRZNUTO,kom,"0,125","1,59",,"12,72",,"1,59",,
3858881064874,10003015,ČOKOLADA BRACO 75 g ZVEČEVO,ZVEČEVO,PAKIRANA HRANA I PIĆE,kom,"0,080","1,29",,"16,13",,"1,29",,
3856014115004,10003063,NAPOLITANKE ČOKOL. 740 g KOEST,KOESTLIN,PAKIRANA HRANA I PIĆE,kom,"0,740",,"2,99","4,04","5,29","5,29",,
3859893289149,10003069,"VINO CHARDONNAY 0,75 L TOUCH",TOUCH,PAKIRANA HRANA I PIĆE,kom,"0,750","6,49",,"8,65",,"6,49",,
5060751215844,10003080,"MONSTER PACIFIC PUNCH  0,5 L",,PAKIRANA HRANA I PIĆE,kom,"0,500","2,09",,"4,18",,"2,09",,
4000521010256,10003081,MUESLI CRUN.PL. ČOK.300 g DR.O,DR. OETKER,PAKIRANA HRANA I PIĆE,kom,"0,300","4,49",,"14,97",,"4,49",,
5900020022745,10003123,ŽITARICE CHEERIOS 375 g NESTLE,NESTLE ŽITARICE,PAKIRANA HRANA I PIĆE,kom,"0,375","4,99",,"13,31",,"4,99",,
8420822116543,10003148,SRE. ZA UKLANJANJE KAMENCA 750,KH - 7,NEPREHRANA,kom,"0,750","5,29",,"7,05",,"5,29",,
4023103178212,10003160,METLA SOBNA S DRŠKOM STYLE,,NEPREHRANA,kom,"1,000","13,99",,"13,99",,"13,99",,
7622202043390,10003174,KROASAN KAKAO CHIP. 60 g 7 DAY,CHIPICAO,PAKIRANA HRANA I PIĆE,kom,"0,060","0,95",,"15,83",,"0,95",,
8001110017058,10003175,LIKER AMARO 18 1 L ISOLABELLA,AMARO 18 ISOLABELLA,PAKIRANA HRANA I PIĆE,kom,"1,000",,"11,29","11,29","14,49","14,99",,
9000159732501,10003182,SNACK KUKUR. 75 g CHIO MINIONS,CHIO,PAKIRANA HRANA I PIĆE,kom,"0,075",,"1,19","15,87","1,59","1,59",,
5900951248481,10003208,KITEKAT SM 300 g PILETINA/POVR,KITEKAT,NEPREHRANA,kom,"0,300","2,29",,"7,63",,"2,29",,
2122069,10003231,JUNEĆI BUT BK 2 KOM /kg LIPI BOKUN,LIPI BOKUN,SVJEŽI ODJELI,kg,"1,000","14,99",,"14,99",,"14,99",,
3850111755125,10003237,LABPRO DERMODEZ 500 ml,LABPRO,NEPREHRANA,kom,"0,500","5,99",,"11,98",,"5,99",,
